parl_const,parl_const_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4
E14001552,Torridge And Tavistock,48994,163078,4160,,2771,1.86,3.61,21.7,72.83,11.2,16.41,36.93,35.46,9.49,11.64,22.16,56.72,9.5,18.29,28.61,43.61,,,,,7.76,17.47,29.81,44.97,0.38,13.07,86.55,,,3.84,34.89,61.27,,,2.88,28.41,68.71,,,2.91,33.39,63.7,,,,,,,,1.8,33.78,64.42,,,0.22,1.07,2.28,3.98,92.45,2.87,6.58,11.44,17.03,62.08,3.05,4.5,7.67,10.78,74,1.85,6.06,12.07,20.53,59.5,,,,,,1.59,4.58,10.9,20.25,62.68,0.06,0.37,1.24,3.99,94.34,1.57,3.34,9.58,18.28,67.23,1.52,2.59,5.27,12.65,77.96,0.63,2.81,8.15,21.8,66.61,,,,,,0.36,1.84,7.43,19.88,70.48,,0.01,0.08,0.51,99.4,0.22,1.05,1.92,3.7,93.12,0.25,0.45,0.88,3.01,95.42,,0.53,2.07,5.43,91.97,,,,,,,0.18,1.77,4.8,93.25,29.36,59.53,11.08,0.03,,58.38,36.23,5.27,0.12,,39.56,58.08,2.36,,,70.81,28.45,0.74,,
E14001553,Tottenham,56626,1152,269,,210,,,0.13,99.87,,0.48,16.01,83.51,,,0.09,99.91,,0.37,21.19,78.44,,,,,,0.48,25.24,74.29,,,100,,,,0.69,99.31,,,,,100,,,,1.12,98.88,,,,,,,,,1.43,98.57,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,0.37,99.63,,,,0.52,99.48,,,,24.28,75.72,,,,24.48,75.52
E14001554,Truro And Falmouth,49943,43407,1862,,1378,0.54,0.82,7.07,91.56,3.47,6.29,38.4,51.84,2.82,5,15.27,76.91,6.5,9.08,31.2,53.22,,,,,3.99,6.89,30.91,58.2,0,7.26,92.73,,,0.69,24.49,74.82,,,0.1,19.22,80.68,,,0.59,40.6,58.81,,,,,,,,0.44,38.39,61.18,,,0.12,0.37,0.46,1.52,97.54,1.52,2,4.4,9.45,82.63,0.58,1.38,2.94,5.79,89.31,3.54,4.03,6.28,11.39,74.76,,,,,,1.52,2.69,5.73,10.16,79.9,,0.12,0.62,1.07,98.19,0.49,1.59,3.73,7.9,86.3,0.06,0.61,1.92,5.15,92.27,0.32,3.28,5.26,12.19,78.95,,,,,,0.29,1.6,3.77,11.18,83.16,,,0,0.13,99.87,0.1,0.32,0.42,1.39,97.76,,0.01,0.07,0.56,99.36,,0.48,0.75,3.01,95.76,,,,,,,0.15,0.51,1.74,97.61,24.09,51.92,24,,,48.11,39.14,12.75,,,40.1,50.24,9.66,,,63.47,34.36,2.17,,
E14001555,Tunbridge Wells,50590,24804,1597,,951,0.1,1.26,8.53,90.11,3.64,10.83,26.73,58.8,2.02,8.66,25.97,63.36,10.21,22.6,36.88,30.31,,,,,5.47,17.77,39.33,37.43,,2.64,97.36,,,0.16,13.38,86.45,,,,7.35,92.65,,,0.25,28.24,71.51,,,,,,,,,26.08,73.92,,,0.01,0.05,0.26,1.62,98.07,0.37,1.8,6.54,20.24,71.05,0.07,0.47,1.79,10.81,86.85,0.63,4.57,14.84,33.38,46.59,,,,,,0.21,2.21,11.88,31.34,54.36,,0.01,0.11,1.68,98.2,0.05,0.62,4.93,17.02,77.37,,0.11,1.35,10.53,88.01,0.13,0.88,9.71,36.82,52.47,,,,,,,0.32,8.1,30.81,60.78,,,,0.03,99.97,0,0.04,0.25,1.56,98.15,,,,0.35,99.65,,,1.06,6.64,92.3,,,,,,,,0.53,4.63,94.85,0.91,24.52,55.69,18.88,,7.46,34.99,47.92,9.61,0.02,8.53,37.68,47.25,6.55,,23.11,43.29,31.68,1.92,
E14001556,Twickenham,47987,2748,550,,454,,,1.15,98.85,,1.85,16.39,81.76,,,5.06,94.94,,0.18,16.36,83.45,,,,,,0.22,17.4,82.38,,0,100,,,,4.62,95.38,,,,0.73,99.27,,,,5.27,94.73,,,,,,,,,6.39,93.61,,,,,,,100,,,0.04,1.05,98.91,,,,0.15,99.85,,,,0.55,99.45,,,,,,,,,,100,,,,,100,,,0.04,0.88,99.08,,,,0.15,99.85,,,,0.36,99.64,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,2.27,15,82.74,,,1.64,15.43,82.93,,1.25,10.01,55.76,32.98,,1.31,9.57,50.76,38.36
E14001557,Tynemouth,48205,3301,560,,477,,,2.67,97.33,0.12,2.11,34.7,63.07,,,2.85,97.15,,0.71,25,74.29,,,,,,0.42,25.37,74.21,,0.15,99.85,,,,7.8,92.2,,,,0.64,99.36,,,,9.29,90.71,,,,,,,,,6.92,93.08,,,,,,,100,,,0.27,3.28,96.46,,,,,100,,,,2.5,97.5,,,,,,,,,1.68,98.32,,,,,100,,,,0.64,99.36,,,,,100,,,,1.43,98.57,,,,,,,,,0.63,99.37,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,3.37,17.12,79.5,,,4.57,23.93,71.49,0,2.11,17.45,43.92,36.51,0.03,1.51,20.27,43.56,34.63
E14001558,Uxbridge And South Ruislip,49296,3735,430,,330,,,0.03,99.97,,0.25,15.59,84.17,,,3.08,96.92,,0.23,11.63,88.14,,,,,,,4.85,95.15,,,100,,,,8.06,91.94,,,,,100,,,,7.91,92.09,,,,,,,,,7.27,92.73,,,,,,,100,,,,1.65,98.35,,,,0.54,99.46,,,,1.86,98.14,,,,,,,,,1.52,98.48,,,,,100,,,,0.05,99.95,,,,0.54,99.46,,,,0.7,99.3,,,,,,,,,0.91,99.09,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,0,13.18,86.82,,,0.37,13.84,85.78,,0.13,2.93,57.62,39.33,0.13,2.38,7.23,47.01,43.24
E14001559,Vauxhall And Camberwell Green,55652,724,236,,228,,,,100,,,3.73,96.27,,,,100,,,2.54,97.46,,,,,,,2.63,97.37,,,100,,,,0.08,99.92,,,,,100,,,,,100,,,,,,,,,,100,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,0.22,99.78,,,,0.28,99.72,,,,6.22,93.78,,,,8.15,91.85
E14001560,Wakefield And Rothwell,49403,5990,612,124,656,,,1.58,98.42,0,0.86,29.14,70,,,6.61,93.39,,1.31,25.82,72.88,,1.61,15.32,83.06,,1.52,24.85,73.63,,0.08,99.92,,,,13.65,86.35,,,,0.35,99.65,,,,13.89,86.11,,,,1.61,98.39,,,,13.11,86.89,,,,,,0,100,,,0,3.31,96.69,,,,1.4,98.6,,,0.82,5.88,93.3,,,,8.87,91.13,,,0.76,6.4,92.84,,,,0,100,,,,2.19,97.81,,,,1.37,98.63,,,,6.05,93.95,,,,4.84,95.16,,,,6.1,93.9,,,,,100,,,,0,100,,,,,100,,,,1.47,98.53,,,,,100,,,,1.37,98.63,0.42,0.93,11.66,26.47,60.53,0.23,1.7,16.79,29.18,52.09,1.68,11.19,24.08,27.84,35.2,1.45,13.01,32.67,23.21,29.67
E14001561,Wallasey,48043,2601,539,53,490,,,2.24,97.76,0.05,0.75,25.46,73.73,,,0.88,99.12,0.19,0.74,28.39,70.69,,,9.43,90.57,0.2,0.82,26.12,72.86,,,100,,,,3.24,96.76,,,,,100,,,,5.94,94.06,,,,,100,,,,5.92,94.08,,,,,,,100,,,0.37,12.79,86.85,,,,,100,,,0.19,7.61,92.21,,,1.89,5.66,92.45,,,0.2,5.92,93.88,,,,,100,,,0,3.43,96.57,,,,,100,,,,2.78,97.22,,,,7.55,92.45,,,,2.24,97.76,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,7.34,17.99,44,17.56,13.12,5.61,14.53,54.36,13.53,11.96,17.13,46.35,30.98,3.43,2.11,10.69,48.79,33.1,3.96,3.46
E14001562,Walsall And Bloxwich,48287,3160,392,82,394,,,0.31,99.69,0.09,1.37,28.54,69.99,,,0.85,99.15,1.02,5.61,25.26,68.11,,,37.8,62.2,1.02,5.33,27.16,66.5,,0.3,99.7,,,,18.57,81.43,,,,1.39,98.61,,,,14.03,85.97,,,,12.2,87.8,,,,13.2,86.8,,,,,,0,100,,,0.95,4.94,94.1,,,,0.41,99.59,,,3.83,6.63,89.54,,,,,100,,,3.81,6.09,90.1,,,,,100,,,,2.53,97.47,,,,0.16,99.84,,,,4.59,95.41,,,,,100,,,,4.31,95.69,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,0.07,3.33,18.41,78.19,0.06,0.51,4.15,19.24,76.04,2.76,6.9,23.99,34.36,31.99,4.3,9.46,22.25,32.59,31.39
E14001563,Walthamstow,52085,1617,265,,203,,,2.52,97.48,,0.09,30.7,69.22,,0.12,3.96,95.92,,1.13,23.77,75.09,,,,,,1.48,21.18,77.34,,,100,,,,4.51,95.49,,,,,100,,,,6.79,93.21,,,,,,,,,4.93,95.07,,,,,,,100,,,1.6,9.04,89.36,,,,0.12,99.88,,,0.38,10.57,89.06,,,,,,,,0.49,11.82,87.68,,,,,100,,,0.44,6.6,92.95,,,,0.12,99.88,,,,6.42,93.58,,,,,,,,,6.9,93.1,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,0.84,19.43,79.73,,,0.56,12.24,87.2,,0.62,12.05,64.02,23.3,,0.99,7.92,52.5,38.59
E14001564,Warrington North,45807,9117,765,360,922,,0.07,4.92,95.01,0.37,1.7,34.89,63.03,,0.08,8.91,91.02,,2.61,35.03,62.35,,1.67,33.61,64.72,,2.6,35.36,62.04,,0.63,99.37,,,0.16,11.71,88.13,,,,1.26,98.74,,,,22.35,77.65,,,,9.17,90.83,,,,18.98,81.02,,,,,0.02,0.18,99.8,0.07,0.06,0.39,7.78,91.71,,,0.02,1.27,98.71,,,0.78,9.67,89.54,,,1.94,12.5,85.56,,,1.3,9.65,89.05,,,,0.2,99.8,,0.11,0.14,5.7,94.05,,,0.01,1.27,98.72,,,0.65,8.1,91.24,,,0.83,12.22,86.94,,,0.76,9.22,90.02,,,,,100,,,,0.2,99.8,,,,,100,,,,,100,,,,0.28,99.72,,,,0.11,99.89,0.12,3.86,24,55.18,16.85,0.2,7.85,28.31,50.37,13.27,4.39,15.12,42.51,31.24,6.73,7.94,25.77,35.15,26.69,4.45
E14001565,Warrington South,50277,7279,802,98,716,,,0.4,99.6,0.07,1.33,19.5,79.1,,0.01,6.33,93.65,0.12,2.87,19.33,77.68,,1.02,9.18,89.8,0.14,3.21,19.13,77.51,,0.06,99.94,,,,6.7,93.3,,,,0.34,99.66,,,,12.34,87.66,,,,19.39,80.61,,,,10.61,89.39,,,,,,0.03,99.97,,,1.62,12.88,85.5,,,0.01,1.4,98.58,,,0.75,13.09,86.16,,,,3.06,96.94,,,0.84,12.99,86.17,,,,0.03,99.97,,,1.13,9.06,89.82,,,,1.24,98.76,,,0.62,10.97,88.4,,,,1.02,98.98,,,0.7,11.17,88.13,,,,,100,,,,0.03,99.97,,,,,100,,,,,100,,,,,100,,,,,100,0.07,3.11,26.85,58.97,11,0.01,3.71,35.91,54.18,6.18,1.46,19.93,55.43,21.71,1.48,3.78,24.54,50.86,19.82,1
E14001566,Warwick And Leamington,52413,9212,984,90,679,,0,5.49,94.51,0.32,1.49,32,66.19,0.21,0.64,8.59,90.57,0.91,2.95,27.34,68.8,,1.11,14.44,84.44,0.44,1.18,20.62,77.76,,0.28,99.72,,,,15.95,84.05,,,,5.29,94.71,,,,19.41,80.59,,,,3.33,96.67,,,,12.08,87.92,,,,,,0.01,99.99,,0.01,0.3,3.22,96.48,,,0.25,0.61,99.14,,0.1,1.32,8.03,90.55,,,,4.44,95.56,,,0.44,3.39,96.17,,,,0,100,,0,0.05,1.22,98.72,,,0.01,0.69,99.29,,,0.3,3.96,95.73,,,,1.11,98.89,,,,1.47,98.53,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,100,,,,,100,0.2,0.42,24.85,43.27,31.27,4.55,12.33,27.94,34.92,20.26,0.48,2.21,63.99,29.83,3.49,12.23,19.11,45.54,20.35,2.77
E14001567,Washington And Gateshead South,46960,6832,621,110,639,,0.01,4.6,95.39,0.07,1.54,38.2,60.19,0.06,0.44,12.22,87.28,0.32,1.13,53.62,44.93,0.91,7.27,61.82,30,0.31,1.72,54.62,43.35,,0.06,99.94,,,,11.89,88.11,,,,1.43,98.57,,,,20.45,79.55,,,,10,90,,,,18.62,81.38,,,,0,,0.1,99.9,0.01,0,0.45,5.76,93.77,,0.04,0.1,2.97,96.88,,,1.13,13.37,85.51,,,,17.27,82.73,,,1.1,13.3,85.6,,,0,0.07,99.93,,0.01,0.09,3.72,96.18,,,0.04,2.88,97.07,,,0.16,10.95,88.89,,,,0.91,99.09,,,0.16,9.7,90.14,,,,,100,,,0,0.1,99.9,,,,0.12,99.88,,,,0.16,99.84,,,,,100,,,,0.16,99.84,,2.87,4.28,14.89,77.96,0.06,3.57,6.53,22.57,67.27,0.04,10.15,23.89,36.64,29.28,0.76,12.81,25.01,33.8,27.62
E14001568,Watford,48317,2474,418,20,409,,,0.01,99.99,0.05,1.11,10.42,88.41,,,1.13,98.87,,0.96,11.72,87.32,,,25,75,,0.49,8.56,90.95,,,100,,,,7.02,92.98,,,,0.04,99.96,,,,6.46,93.54,,,,20,80,,,,6.11,93.89,,,,,,,100,,,0.02,0.37,99.61,,,0.04,0.4,99.56,,,,1.44,98.56,,,,5,95,,,,1.71,98.29,,,,,100,,,,0.37,99.63,,,,0.32,99.68,,,,1.44,98.56,,,,5,95,,,,1.71,98.29,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,0.22,4.47,95.31,,0.04,1.82,4.53,93.61,,0.2,4.33,40.43,55.05,0.24,2.43,7.19,35.65,54.49
E14001569,Waveney Valley,45254,98634,3706,,1625,0.45,7.47,24.69,67.4,14.74,29.58,27.1,28.58,0.42,5.76,29.55,64.28,14.25,30.65,27.25,27.85,,,,,10.52,26.89,31.75,30.83,,18.56,81.44,,,0.33,49.61,50.06,,,,22.89,77.11,,,0.32,56.66,43.01,,,,,,,,0.18,49.42,50.4,,,0,0.03,0.48,7.74,91.75,3.16,9.35,16.92,20.45,50.12,0.01,0.03,0.62,5.98,93.37,2.81,9.23,19.59,24.37,44.01,,,,,,2.09,5.23,14.77,30.4,47.51,,0,0.18,7.62,92.2,0.1,5.72,14.05,27.66,52.48,,0.01,0.2,5.89,93.89,0.13,5.15,16.32,29.55,48.84,,,,,,0.06,2.71,11.82,30.03,55.38,,,,,100,,0.01,0.28,7.77,91.94,,,,0,100,,,0.59,6.91,92.5,,,,,,,,0.31,4.55,95.14,20.98,45.92,29.33,3.77,,21.93,51.71,23.93,2.42,0,40.09,40.25,18.43,1.22,,48.01,41.65,9.87,0.46,
E14001570,Weald Of Kent,45317,76232,2891,141,1801,0.28,3.56,15.6,80.55,9.29,20.27,32.09,38.35,1.12,5.83,21.05,72.01,10.83,23.38,30.65,35.14,,0.71,48.23,51.06,9.38,18.38,28.21,44.03,,10.87,89.13,,,0.26,38.86,60.88,,,0.01,11.24,88.75,,,0.76,43.96,55.27,,,,24.11,75.89,,,0.67,34.87,64.46,,,0.01,0.24,0.55,5.82,93.37,1.54,5.12,14.15,24.56,54.62,0.06,0.34,1.25,5.77,92.58,2.21,5.6,14.67,24.46,53.06,,,0.71,26.95,72.34,1.39,2.61,9.99,23.99,62.02,,0.13,0.42,4.7,94.75,0.19,2.05,10.58,27.85,59.33,0,0.1,0.6,5.73,93.57,0.55,2.49,10.79,27.98,58.18,,,0.71,23.4,75.89,0.44,1.22,5.33,25.82,67.18,,,,0,100,0.01,0.24,0.5,5.62,93.64,,,0.01,0.08,99.91,,0.28,0.59,5.05,94.09,,,,2.13,97.87,,0.44,0.33,2.94,96.28,8.26,26.7,30.29,33.25,1.5,15.14,33.65,31.72,17.96,1.53,23.49,40.54,26.69,8.88,0.4,36.75,39.52,19.8,3.77,0.17
E14001571,Wellingborough And Rushden,52770,9245,1028,,719,,,9.98,90.02,1.72,5.29,43.56,49.43,,0.01,8.88,91.11,0.88,5.06,41.05,53.02,,,,,0.7,3.48,43.81,52.02,,0.59,99.41,,,,14.46,85.54,,,,2.67,97.33,,,,19.65,80.35,,,,,,,,,18.08,81.92,,,,,,0.1,99.9,0.08,0.08,3.54,5.94,90.35,,,,0.1,99.9,0.29,0.39,2.92,10.02,86.38,,,,,,,,1.11,10.85,88.04,,,,0.03,99.97,,0.08,0.17,3.15,96.6,,,,0.01,99.99,,0.29,0.58,3.31,95.82,,,,,,,,,1.95,98.05,,,,,100,,,,0.03,99.97,,,,,100,,,,0.1,99.9,,,,,,,,,,100,,0.29,11.97,62.05,25.69,0.09,2.83,17.43,56.32,23.33,0.61,3.91,54.52,34.29,6.67,0.5,9.8,56.59,27.93,5.18
E14001572,Wells And Mendip Hills,44124,67106,3214,371,2071,0.04,1.81,18.47,79.68,10.64,16.17,37.36,35.83,0.31,1.16,9.02,89.52,12.35,12.79,28.87,45.99,,6.47,27.76,65.77,6.23,12.51,30.61,50.65,0.07,9.76,90.17,,,3.11,37.78,59.12,,,0.03,11.28,88.69,,,5.76,42.19,52.05,,,,17.52,82.48,,,1.45,35.78,62.77,,,0,0.1,0.61,4.48,94.79,1.94,4.47,13.19,29.11,51.3,0.07,0.19,0.71,4.63,94.4,5.79,4.95,10.02,23.86,55.38,,,1.62,19.41,78.98,1.74,4.2,9.42,19.02,65.62,,0.01,0.21,1.37,98.41,0.56,2.19,6.86,16.66,73.73,0,0.06,0.44,3.26,96.23,3.45,3.27,7.81,16.05,69.42,,,0.54,10.24,89.22,0.63,1.59,7.19,13.28,77.31,,,,0.09,99.91,0,0.06,0.56,2.65,96.72,,,,0.64,99.36,0.44,1.12,1.9,5.97,90.57,,,,,100,,0.19,1.06,2.41,96.33,23.49,56.44,19.68,0.39,,15.27,61.41,22.19,1.13,,33.24,63.29,3.47,,,23.65,70.97,5.37,0.01,
E14001573,Welwyn Hatfield,49209,10858,873,227,629,,0,0.6,99.4,0.08,0.75,15.07,84.11,0.01,0.53,11.47,87.99,0.11,3.09,23.25,73.54,,,32.16,67.84,,1.11,24.8,74.09,,0.02,99.98,,,,3.48,96.52,,,,1.22,98.78,,,,10.42,89.58,,,,1.32,98.68,,,,5.09,94.91,,,,,,0.08,99.92,0,0.08,0.82,4.77,94.32,,0.01,0.03,2.58,97.38,,1.03,2.75,13.97,82.25,,,,11.01,88.99,,0.48,1.59,13.99,83.94,,,,0.04,99.96,,0,0.26,2.28,97.46,,,0.02,2.28,97.7,,0.11,1.15,9.62,89.12,,,,10.57,89.43,,,0.79,9.22,89.98,,,,,100,,,,0.07,99.93,,,,0.01,99.99,,,,1.03,98.97,,,,,100,,,,0.48,99.52,0.44,21.99,27.52,41.68,8.37,1.17,29.56,31.41,24.49,13.37,2.6,41.55,31.83,22.39,1.64,11.96,41.92,27.45,14.81,3.86
E14001574,West Bromwich,47890,3541,538,179,582,,,0.23,99.77,0.12,1.38,16.72,81.79,,,0.96,99.04,,0.19,22.86,76.95,,1.12,25.7,73.18,,0.34,23.54,76.12,,0.03,99.97,,,,7.28,92.72,,,,0.03,99.97,,,,2.42,97.58,,,,,100,,,,1.89,98.11,,,,,,0,100,,,0.08,2.53,97.39,,,,0.2,99.8,,,,0.74,99.26,,,,17.88,82.12,,,,5.84,94.16,,,,,100,,,,0.11,99.89,,,,,100,,,,,100,,,,10.61,89.39,,,,3.26,96.74,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,2.34,97.66,,,0.11,3.08,96.81,,0.57,14.6,31.71,53.11,,0.71,11.78,27.85,59.67
E14001575,West Dorset,51215,100673,3835,,2207,0.52,1.21,13.2,85.07,5.16,7.35,44.79,42.71,1.44,3.5,14.24,80.82,6.44,11.34,28.58,53.64,,,,,4.89,8.61,23.65,62.85,0.08,11.69,88.23,,,1.5,34.6,63.9,,,0.13,16.66,83.21,,,1.69,31.6,66.7,,,,,,,,0.72,23.29,75.99,,,0.06,0.29,1.08,3.46,95.11,2.07,2.96,6.85,13.25,74.87,0.24,0.75,2.02,6.39,90.61,2.5,3.6,9.73,16.77,67.41,,,,,,1.27,1.63,6.57,16.95,73.58,0,0.04,0.79,2.61,96.54,0.44,2.22,5.81,11.27,80.26,0.01,0.29,1.47,4.78,93.45,0.7,2.58,6.54,14.42,75.75,,,,,,0.14,1.45,2.54,11.1,84.78,,,0,0.22,99.77,0.04,0.26,1,2.83,95.87,,,0,0.21,99.79,0.1,0.13,0.81,3.29,95.67,,,,,,,,0.27,1.86,97.87,15.68,60.82,23.5,,,28.32,56.17,15.51,,,25.55,62.67,11.78,,,42.96,53.79,3.25,,
E14001576,West Ham And Beckton,58903,1874,362,,334,,,2.14,97.86,,0.45,16.96,82.59,,,1.55,98.45,,0.83,17.68,81.49,,,,,,0.9,18.56,80.54,,,100,,,,7.77,92.23,,,,,100,,,,4.42,95.58,,,,,,,,,4.79,95.21,,,,,,,100,,,,0.03,99.97,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,0.03,99.97,,,,,100,,,,,100,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,,,1.07,98.93,,,,1.17,98.83,,,0.95,26.17,72.88,,,1.28,23.75,74.97
E14001577,West Lancashire,46510,26246,1563,197,1126,0.12,0.23,4.26,95.39,3.07,5.81,37.9,53.23,0.13,0.53,5.13,94.21,5.57,10.36,36.4,47.66,,,26.9,73.1,4.53,7.82,35.88,51.78,,3.97,96.03,,,0.03,25.94,74.03,,,,5.32,94.68,,,0.13,42.48,57.39,,,,40.61,59.39,,,0.18,40.76,59.06,,,,,0.01,1.08,98.91,0.17,1.68,6.14,13.44,78.58,,0,0.1,1.49,98.41,0.26,4.03,14.14,21.94,59.63,,,,3.05,96.95,0.36,3.2,10.48,16.43,69.54,,,0,0.57,99.43,,0.19,3.3,9.52,86.98,,,0.03,0.69,99.28,,0.19,9.47,16.06,74.28,,,,,100,,0.27,7.19,11.46,81.08,,,,,100,,,0,0.69,99.3,,,,0.01,99.99,,,,1.47,98.53,,,,,100,,,,1.33,98.67,1.65,14.67,40.68,42.7,0.3,3.44,22.22,41.99,31.86,0.47,12.4,32.37,44.87,10.37,,21.04,41.9,30.33,6.73,
E14001578,West Suffolk,55926,76261,3257,,1909,0.22,0.77,16.26,82.75,4.29,9.31,39.38,47.03,2.8,5.3,27.23,64.67,13.85,14.86,36.08,35.22,,,,,7.6,13.25,39.18,39.97,,6.21,93.79,,,0.32,30.26,69.42,,,0.01,15.64,84.36,,,2.79,44.7,52.5,,,,,,,,0.21,40.75,59.04,,,0,0.11,0.29,2.23,97.37,1.08,2.78,5.38,14.3,76.47,0.12,0.99,2.8,7.2,88.89,2.36,10.25,13.11,18.58,55.7,,,,,,1.05,6.13,10.95,18.18,63.7,,0,0.18,1.03,98.78,0.14,1.62,4.06,12.1,82.08,,0.14,1.17,6.18,92.51,0.83,4.45,11.05,20.11,63.56,,,,,,0.05,1.47,8.49,18.96,71.03,,,,0.05,99.95,0,0.1,0.17,1.48,98.25,,,,0.06,99.94,,0.25,1.38,5.25,93.12,,,,,,,,0.1,2.78,97.12,11.12,22.61,37.35,28.66,0.26,33.18,29.3,25.63,10.9,1,19.3,27.16,46.42,7.12,,51.18,29.63,16.38,2.78,0.04
