parl_const,parl_const_name,prem_count,pixel_count,ab_rd_count,mway_count,mway_ard_count,2G_prem_out_0,2G_prem_out_1,2G_prem_out_2,2G_prem_out_3,2G_prem_in_0,2G_prem_in_1,2G_prem_in_2,2G_prem_in_3,2G_geo_out_0,2G_geo_out_1,2G_geo_out_2,2G_geo_out_3,2G_abrd_in_0,2G_abrd_in_1,2G_abrd_in_2,2G_abrd_in_3,2G_mway_in_0,2G_mway_in_1,2G_mway_in_2,2G_mway_in_3,2G_mway_ard_in_0,2G_mway_ard_in_1,2G_mway_ard_in_2,2G_mway_ard_in_3,3G_prem_out_0,3G_prem_out_1,3G_prem_out_2,3G_prem_out_3,3G_prem_out_4,3G_prem_in_0,3G_prem_in_1,3G_prem_in_2,3G_prem_in_3,3G_prem_in_4,3G_geo_out_0,3G_geo_out_1,3G_geo_out_2,3G_geo_out_3,3G_geo_out_4,3G_abrd_in_0,3G_abrd_in_1,3G_abrd_in_2,3G_abrd_in_3,3G_abrd_in_4,3G_mway_in_0,3G_mway_in_1,3G_mway_in_2,3G_mway_in_3,3G_mway_in_4,3G_mway_ard_in_0,3G_mway_ard_in_1,3G_mway_ard_in_2,3G_mway_ard_in_3,3G_mway_ard_in_4,4G_prem_out_0,4G_prem_out_1,4G_prem_out_2,4G_prem_out_3,4G_prem_out_4,4G_prem_in_0,4G_prem_in_1,4G_prem_in_2,4G_prem_in_3,4G_prem_in_4,4G_geo_out_0,4G_geo_out_1,4G_geo_out_2,4G_geo_out_3,4G_geo_out_4,4G_abrd_in_0,4G_abrd_in_1,4G_abrd_in_2,4G_abrd_in_3,4G_abrd_in_4,4G_mway_in_0,4G_mway_in_1,4G_mway_in_2,4G_mway_in_3,4G_mway_in_4,4G_mway_ard_in_0,4G_mway_ard_in_1,4G_mway_ard_in_2,4G_mway_ard_in_3,4G_mway_ard_in_4,Voice_prem_out_0,Voice_prem_out_1,Voice_prem_out_2,Voice_prem_out_3,Voice_prem_out_4,Voice_prem_in_0,Voice_prem_in_1,Voice_prem_in_2,Voice_prem_in_3,Voice_prem_in_4,Voice_geo_out_0,Voice_geo_out_1,Voice_geo_out_2,Voice_geo_out_3,Voice_geo_out_4,Voice_abrd_in_0,Voice_abrd_in_1,Voice_abrd_in_2,Voice_abrd_in_3,Voice_abrd_in_4,Voice_mway_in_0,Voice_mway_in_1,Voice_mway_in_2,Voice_mway_in_3,Voice_mway_in_4,Voice_mway_ard_in_0,Voice_mway_ard_in_1,Voice_mway_ard_in_2,Voice_mway_ard_in_3,Voice_mway_ard_in_4,Data_prem_out_0,Data_prem_out_1,Data_prem_out_2,Data_prem_out_3,Data_prem_out_4,Data_prem_in_0,Data_prem_in_1,Data_prem_in_2,Data_prem_in_3,Data_prem_in_4,Data_geo_out_0,Data_geo_out_1,Data_geo_out_2,Data_geo_out_3,Data_geo_out_4,Data_abrd_in_0,Data_abrd_in_1,Data_abrd_in_2,Data_abrd_in_3,Data_abrd_in_4,Data_mway_in_0,Data_mway_in_1,Data_mway_in_2,Data_mway_in_3,Data_mway_in_4,Data_mway_ard_in_0,Data_mway_ard_in_1,Data_mway_ard_in_2,Data_mway_ard_in_3,Data_mway_ard_in_4,5G_high_confidence_prem_out_0,5G_high_confidence_prem_out_1,5G_high_confidence_prem_out_2,5G_high_confidence_prem_out_3,5G_high_confidence_prem_out_4,5G_high_confidence_geo_out_0,5G_high_confidence_geo_out_1,5G_high_confidence_geo_out_2,5G_high_confidence_geo_out_3,5G_high_confidence_geo_out_4,5G_very_high_confidence_prem_out_0,5G_very_high_confidence_prem_out_1,5G_very_high_confidence_prem_out_2,5G_very_high_confidence_prem_out_3,5G_very_high_confidence_prem_out_4,5G_very_high_confidence_geo_out_0,5G_very_high_confidence_geo_out_1,5G_very_high_confidence_geo_out_2,5G_very_high_confidence_geo_out_3,5G_very_high_confidence_geo_out_4
E14001579,West Worcestershire,50127,70533,3934,345,2272,0.23,1.42,11.98,86.37,8.81,13.58,30.77,46.85,1.03,3.54,14.94,80.48,8.97,17.08,31.77,42.17,10.43,7.54,26.09,55.94,8.98,15.18,29.62,46.21,0.02,6.12,93.86,,,0.67,25.64,73.69,,,0.09,11.02,88.89,,,1.7,34.75,63.55,,,0.29,22.03,77.68,,,1.01,33.89,65.1,,,0.02,0.1,0.62,2.98,96.28,2.01,3.88,10.1,16.75,67.26,0.13,0.5,1.58,5.2,92.59,2.19,4.96,12.3,21.15,59.41,,,1.74,12.75,85.51,1.36,3.7,8.93,20.95,65.05,0.01,0.06,0.16,1.6,98.17,0.33,1.84,5.42,15.67,76.75,0,0.18,0.92,3.81,95.09,0.46,2.41,8.31,18.51,70.31,,,0.29,6.38,93.33,0.13,1.72,5.28,17.69,75.18,,,0.01,0.05,99.95,0.02,0.08,0.33,2.28,97.29,,0,0.01,0.14,99.85,,0.1,0.64,3.76,95.5,,,,,100,,0.04,0.09,2.02,97.84,9.16,33.07,53.32,4.45,,21.79,48.21,24.66,5.34,,15.36,63.41,21.23,0,,31.91,60.12,7.96,0.01,
E14001580,Westmorland And Lonsdale,55445,240893,6684,729,5212,2.1,4.05,10.85,83,10.29,12.88,22.59,54.23,12.35,8.83,15.92,62.91,11.91,15.13,25.43,47.53,0.27,2.74,11.25,85.73,8.33,10.5,24.87,56.31,1,5.81,93.19,,,3.68,20.87,75.45,,,6.27,19.8,73.92,,,6.61,25.12,68.27,,,,12.76,87.24,,,3.65,22.35,74,,,0.38,1.03,1.8,6.3,90.49,2.72,4.7,7.8,16.34,68.44,5.72,5.55,4.47,9.17,75.09,2.78,8.59,8.36,19.99,60.28,,,0.14,3.02,96.84,2.21,4.39,5.97,17.71,69.72,0.23,0.47,0.9,3.69,94.71,1.32,2.33,5.31,14.61,76.43,3.6,3.43,4.78,8.2,79.99,1.12,4.53,8.39,15.8,70.15,,,,0.55,99.45,0.63,2.09,5.39,13.78,78.11,0.03,0.11,0.16,0.54,99.16,0.36,0.86,1.55,4.23,93,1.18,1.47,2.18,3.95,91.23,0.37,1.94,2.29,5.88,89.51,,,,,100,0.1,0.65,1.23,4.95,93.07,13.08,26,43.49,15.85,1.58,43.12,35.29,17.56,3.83,0.2,20.22,36.81,34.94,7.53,0.51,55.89,35.28,7.9,0.88,0.05
E14001581,Weston-super-mare,47978,6115,340,16,259,,0.09,5.89,94.03,0.52,3.91,36.47,59.1,,0.05,10.63,89.32,,0.88,36.18,62.94,,,31.25,68.75,,0.77,47.1,52.12,,1.38,98.62,,,0.11,12.57,87.32,,,,9.48,90.52,,,,13.82,86.18,,,,,100,,,,17.76,82.24,,,,,0.07,0.59,99.34,,0.35,1.25,12.53,85.87,,,0.11,1.18,98.71,,,4.41,6.18,89.41,,,,,100,,,5.41,7.72,86.87,,,0.02,0.56,99.42,,0.11,0.79,3.72,95.39,,,0.08,0.96,98.95,,,4.12,5,90.88,,,,,100,,,5.41,6.18,88.42,,,,,100,,,0.07,0.51,99.42,,,,,100,,,,,100,,,,,100,,,,,100,1.71,18.95,78.61,0.73,,9.6,27.67,60.11,2.62,,9.16,69.36,21.49,,,20.9,55.9,23.21,,
E14001582,Wetherby And Easingwold,44830,92931,2871,452,2312,0.06,1.29,14.03,84.62,6.92,18.46,34.02,40.59,0.37,1.82,17.28,80.53,5.57,11.98,31.66,50.78,0.22,1.77,32.08,65.93,3.07,7.96,31.36,57.61,,11.27,88.73,,,0.12,43.71,56.18,,,0.01,11.98,88.01,,,0.17,39.15,60.68,,,,32.74,67.26,,,,32.79,67.21,,,,0,0.19,2.63,97.18,1.51,3.42,7.57,22.48,65.03,0.05,0.13,0.43,2.01,97.38,1.04,2.58,6.69,16.44,73.25,,,0.44,4.87,94.69,0.48,1.17,3.46,12.93,81.96,,,0.15,2.08,97.76,0.05,2.03,6.62,17.48,73.82,0,0.06,0.35,1.74,97.85,,1.67,4.63,15.29,78.4,,,0.22,4.2,95.58,,0.91,2.94,11.55,84.6,,,,,100,,0,0.18,2.38,97.43,,,0,0.08,99.92,,,0.1,1.5,98.4,,,,,100,,,,1.17,98.83,14.8,23.78,33.33,26.42,1.66,20.1,38.35,28.16,12.2,1.19,28.61,28.49,36.69,6.19,0.01,37.95,39.84,18.15,3.94,0.12
E14001583,Whitehaven And Workington,49891,52502,1672,,1175,0.12,0.59,20.3,78.98,2.5,15.65,41.42,40.43,13.45,8.77,18.97,58.81,1.73,9.39,43.24,45.63,,,,,1.45,7.32,43.15,48.09,0.08,12,87.92,,,0.3,35.58,64.13,,,9.05,24.76,66.2,,,0.18,40.79,59.03,,,,,,,,,39.83,60.17,,,0.05,0.21,0.3,2.06,97.37,0.67,1.92,6.29,17.9,73.22,9.28,6.63,4.48,7.57,72.04,0.24,2.21,8.37,16.99,72.19,,,,,,0.17,1.87,8.94,16.34,72.68,0.03,0.09,0.18,0.98,98.73,0.09,0.81,4.16,13.98,80.95,5.96,5.84,5.22,7.43,75.55,0.06,0.48,5.98,12.62,80.86,,,,,,,0.43,6.81,11.23,81.53,0.01,0.04,0.02,0.02,99.9,0.03,0.17,0.28,1.24,98.28,2.9,3.36,2.45,3.88,87.41,,,0.36,1.67,97.97,,,,,,,,0.34,1.79,97.87,12.77,40.51,37.36,7.82,1.55,39.89,34.46,20.98,3.52,1.15,36.03,45.95,15.5,2.14,0.38,51.88,36.18,10.79,0.76,0.39
E14001584,Widnes And Halewood,43906,6002,599,46,483,,0,1.26,98.74,0.9,1.15,21.18,76.77,,0.05,3.17,96.78,,0.5,16.69,82.8,,2.17,63.04,34.78,,0.62,20.29,79.09,,0,100,,,,4.24,95.76,,,,0.02,99.98,,,,8.35,91.65,,,,21.74,78.26,,,,10.77,89.23,,,,,,0,100,,0.07,0.93,4.08,94.92,,,,0.23,99.77,,,0.17,8.51,91.32,,,2.17,36.96,60.87,,,0.41,10.56,89.03,,,,,100,,,0.13,0.8,99.07,,,,0.08,99.92,,,,1.84,98.16,,,2.17,30.43,67.39,,,0.21,4.97,94.82,,,,,100,,,,0,100,,,,,100,,,,,100,,,,,100,,,,,100,,0.54,14.64,50.8,34.02,,0.42,12.5,49,38.09,0.32,10.02,47.56,34,8.11,0.63,11.36,45.1,35.54,7.36
E14001585,Wigan,52084,6214,682,58,393,0.01,0.04,3.31,96.64,0.7,3.4,43.82,52.08,0.21,0.87,8.32,90.6,1.03,5.72,45.6,47.65,,1.72,29.31,68.97,1.78,4.58,45.29,48.35,,1.58,98.42,,,0.01,20.62,79.37,,,,1.35,98.65,,,0.15,23.75,76.1,,,1.72,12.07,86.21,,,0.25,27.99,71.76,,,,,,0.08,99.92,,0.04,0.48,4.12,95.36,,,0.05,1.11,98.84,,,1.17,10.26,88.56,,,1.72,13.79,84.48,,,2.04,11.2,86.77,,,,0.05,99.95,,0.02,0.18,2.05,97.75,,,,0.71,99.29,,,,8.21,91.79,,,1.72,10.34,87.93,,,0.25,8.4,91.35,,,,,100,,,,0.07,99.93,,,,,100,,,,0.44,99.56,,,,,100,,,,0.25,99.75,0.2,3.81,10.24,79.64,6.12,0.32,4.8,16.82,74.72,3.35,2.02,16.78,46.17,32.26,2.78,4.55,23.45,42.07,28.26,1.67
E14001586,Wimbledon,50341,2287,438,,290,,0.01,0.23,99.76,0.02,0.37,12.29,87.32,,2.49,5.9,91.6,,0.23,9.59,90.18,,,,,,0.34,12.41,87.24,,0,100,,,0.01,4.69,95.3,,,,0.17,99.83,,,,2.28,97.72,,,,,,,,,2.41,97.59,,,,,0,0,99.99,,,0.11,0.48,99.41,,,1.01,2.06,96.94,,,,1.14,98.86,,,,,,,,,1.03,98.97,,,,0,100,,,0.02,0.18,99.8,,,,1.36,98.64,,,,,100,,,,,,,,,,100,,,,,100,,,0,0,99.99,,,,,100,,,,,100,,,,,,,,,,100,,,1.47,18.09,80.44,,,1.71,20.46,77.83,,0.33,6.86,68.8,24.01,0.09,1.53,10.01,57.11,31.26
E14001587,Winchester,48149,57264,2449,326,1529,0.47,1.09,3.97,94.47,3.98,6.81,27.03,62.18,3.89,5.45,13.33,77.33,10.58,11.15,24.83,53.45,,2.76,25.77,71.47,4.51,6.41,26.55,62.52,0,3.97,96.03,,,0.61,12.64,86.75,,,0.01,15.34,84.65,,,1.39,28.71,69.91,,,,3.37,96.63,,,0.2,23.61,76.19,,,0.09,0.22,0.46,1.05,98.18,1.44,2.09,3.37,8.54,84.57,0.82,1.68,2.84,4.97,89.69,3.27,5.68,7.27,11.39,72.4,,,0.31,3.68,96.01,0.65,2.35,5.62,9.03,82.34,0,0.09,0.29,0.72,98.89,0.39,1.28,2.76,6.27,89.31,0.01,0.86,2.2,4.71,92.21,1.14,2.04,7.15,12.86,76.81,,,,3.37,96.63,0.07,0.39,3.73,8.83,86.98,,,,0.01,99.99,0.09,0.13,0.4,0.82,98.55,,0,0.01,0.25,99.73,0.24,0.45,0.86,2.9,95.55,,,,,100,,0.07,0.33,1.77,97.84,13.32,17.68,30.48,23.29,15.24,33.87,32.53,24.48,8.24,0.88,19.23,33.87,31.02,13.07,2.81,55.73,32.24,9.63,2.19,0.22
E14001588,Windsor,48052,10798,1230,149,779,,,1.42,98.58,0.37,1.83,18.08,79.71,,0.01,14.38,85.61,0.33,1.95,30.41,67.32,,2.01,16.11,81.88,,1.28,25.67,73.04,,0.85,99.15,,,,11.41,88.59,,,,1.51,98.49,,,,13.9,86.1,,,,2.01,97.99,,,,15.66,84.34,,,,,,0.01,99.99,,0.1,0.96,4.78,94.16,,,,1.01,98.99,,0.41,2.36,11.14,86.1,,,,8.72,91.28,,0.39,2.05,11.3,86.26,,,,0.01,99.99,,,0.2,2.41,97.39,,,,0.82,99.18,,,1.22,7.32,91.46,,,,8.72,91.28,,,1.54,9.88,88.58,,,,,100,,,,0.01,99.99,,,,,100,,,,0.65,99.35,,,,,100,,,,1.03,98.97,0.48,11.63,11.05,19.89,56.95,3.7,20.49,12.98,21.17,41.66,10.19,17.99,11.5,28.47,31.85,23.29,19.25,14.47,20.55,22.43
E14001589,Wirral West,42338,8083,728,83,469,,,1.34,98.66,1.21,4.8,20.43,73.56,,0.01,2.36,97.62,0.82,6.32,23.63,69.23,,,27.71,72.29,0.21,1.07,25.59,73.13,,0.18,99.82,,,0.19,12.25,87.56,,,,0.32,99.68,,,2.06,14.97,82.97,,,,6.02,93.98,,,1.71,11.51,86.78,,,,,,,100,,,0.87,7.26,91.87,,,,0.05,99.95,,,0.14,8.93,90.93,,,,8.43,91.57,,,,10.02,89.98,,,,,100,,,0.03,3.01,96.96,,,,,100,,,0.14,1.79,98.08,,,,7.23,92.77,,,,2.35,97.65,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,8.38,29.14,59.06,3.14,0.27,5.05,33.28,59.01,2.5,0.16,24.2,40.58,34.45,0.77,,17.56,52.9,29.22,0.32,
E14001590,Witham,49518,42361,1951,,671,0.37,3.79,13.66,82.17,9.37,15.24,30.95,44.44,1.36,8.67,20.84,69.12,16.45,19.32,29.32,34.91,,,,,4.02,8.64,35.92,51.42,,14.62,85.38,,,0.4,33.98,65.63,,,0,18.18,81.81,,,0.41,51.41,48.18,,,,,,,,,30.55,69.45,,,,0.01,0.23,1.68,98.09,2.14,3.47,7.11,16.18,71.1,0.02,0.18,0.82,4.84,94.14,2.97,6.46,10.76,19.73,60.07,,,,,,,0.15,4.77,16.69,78.39,,0,0.15,1.59,98.26,0.25,3.31,5.82,17.99,72.62,,0.04,0.54,4.56,94.86,0.15,5.07,9.23,22.35,63.2,,,,,,,,3.43,15.2,81.37,,,,0,100,,0.01,0.21,1.66,98.13,,,,0.07,99.93,,0.05,0.41,2.41,97.13,,,,,,,,,0.89,99.11,3.94,37.82,40.55,16.58,1.11,1.87,49.41,38.23,9.23,1.27,16.82,49.06,26.84,7.27,0.02,15.34,55.77,25.2,3.64,0.05
E14001591,Witney,47411,55098,2799,,1670,0.07,0.15,16.99,82.8,4.96,10.31,42.16,42.57,0.77,1.66,14.78,82.8,6.22,14.26,35.8,43.73,,,,,5.57,12.16,35.57,46.71,,3.79,96.21,,,0.02,27.38,72.6,,,0,5.03,94.97,,,0.04,32.58,67.38,,,,,,,,0.06,27.84,72.1,,,,0.01,0.06,7.76,92.17,0.7,1.63,6.49,34.3,56.88,0.08,0.12,0.39,3.03,96.38,0.61,3.18,8,21.83,66.38,,,,,,0.3,2.75,5.27,20.96,70.72,,0.01,0.03,0.64,99.33,0,0.84,2.77,12.59,83.79,,0.09,0.21,1.45,98.25,,1.04,4.97,12.4,81.6,,,,,,,0.54,3.59,9.76,86.11,,,,0.07,99.93,,0.01,0.03,1.31,98.66,,,0,0.12,99.88,,,0.14,1.54,98.32,,,,,,,,0.24,0.6,99.16,5.65,37.28,49.14,7.83,0.1,11.36,42.35,37.69,8.03,0.57,15.37,53.72,28.15,2.75,,29.33,52.7,16.51,1.46,0
E14001592,Woking,45995,6350,569,26,431,,,0.83,99.17,0.02,0.92,12.15,86.9,,0.08,13.43,86.49,1.76,4.39,26.36,67.49,,,38.46,61.54,1.16,3.02,29.47,66.36,,0.02,99.98,,,,2.55,97.45,,,,0.43,99.57,,,,10.02,89.98,,,,,100,,,,8.35,91.65,,,,,,0.06,99.94,0.06,0.02,0.34,4.66,94.93,,,,1.04,98.96,0.35,0.53,1.41,12.48,85.24,,,,7.69,92.31,,0.23,0.7,11.83,87.24,,,,0.05,99.95,,0,0.17,1.36,98.47,,,,0.91,99.09,,0.18,0.7,7.73,91.39,,,,7.69,92.31,,,0.23,6.96,92.81,,,,,100,,,,0.06,99.94,,,,,100,,,,0.18,99.82,,,,,100,,,,,100,1.42,18.11,49.12,25.45,5.9,9.84,25.32,40.63,15.69,8.52,17.92,40.48,35.05,5.85,0.7,36.82,35.54,20.72,5.81,1.1
E14001593,Wokingham,45252,13842,1238,223,945,,0.01,2.52,97.47,0.63,3.04,26.31,70.02,,0.2,12.2,87.6,1.05,3.8,29.24,65.91,,,23.32,76.68,0.11,1.69,25.71,72.49,,0.81,99.19,,,,20.84,79.16,,,,3.05,96.95,,,0.08,24.96,74.96,,,,13.45,86.55,,,,16.3,83.7,,,,,,0.08,99.92,0.01,0.15,0.82,13.5,85.52,,,,1.16,98.84,0.08,1.21,1.53,15.11,82.07,,,,14.35,85.65,,,0.32,13.97,85.71,,,,0.05,99.95,,0.02,0.6,5.87,93.51,,,,1,99,,0.08,2.26,10.5,87.16,,,,8.97,91.03,,,0.21,8.99,90.79,,,,,100,,,,0.05,99.95,,,,,100,,,,0.57,99.43,,,,0.45,99.55,,,,0.74,99.26,9.65,20.03,51.81,18.36,0.14,13.45,27.45,34.32,23.7,1.08,29.57,49.25,19.43,1.74,0.01,40.1,39.24,16.45,4.21,0.01
E14001594,Wolverhampton North East,46896,2714,300,16,265,,,0.07,99.93,,0.18,20.68,79.14,,,1.44,98.56,,,7,93,,,43.75,56.25,,,9.43,90.57,,0.01,99.99,,,,9.78,90.22,,,,0.04,99.96,,,,7.33,92.67,,,,6.25,93.75,,,,2.64,97.36,,,,,,,100,,,0,5.35,94.65,,,,0.33,99.67,,,,2,98,,,,,100,,,,2.26,97.74,,,,,100,,,,1.99,98.01,,,,0.33,99.67,,,,1,99,,,,,100,,,,1.13,98.87,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,3.21,96.79,,,,2.95,97.05,,1.95,15.21,40.28,42.56,,1.44,12.01,38.03,48.53
E14001595,Wolverhampton South East,52120,3061,609,15,492,,,3.75,96.25,,0.26,31.42,68.33,,,2.87,97.13,,,35.8,64.2,,,6.67,93.33,,,31.71,68.29,,,100,,,,2.99,97.01,,,,,100,,,,2.79,97.21,,,,,100,,,,2.64,97.36,,,,,,,100,,,,1.83,98.17,,,,,100,,,,0.66,99.34,,,,,100,,,,0.61,99.39,,,,,100,,,,0.14,99.86,,,,,100,,,,0.33,99.67,,,,,100,,,,0.2,99.8,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,0.35,5.36,94.28,,,0.16,4.25,95.59,,0.97,6.22,33.13,59.69,,0.69,6.7,30.97,61.65
E14001596,Wolverhampton West,51140,3041,340,,280,,,0.51,99.49,,1.04,21.23,77.73,,,0.69,99.31,,3.24,25.29,71.47,,,,,,3.93,16.07,80,,0.1,99.9,,,,6.1,93.9,,,,0.07,99.93,,,,3.53,96.47,,,,,,,,,4.29,95.71,,,,,,,100,,,0.16,4.48,95.37,,,,,100,,,0.88,10,89.12,,,,,,,,1.07,11.07,87.86,,,,,100,,,,1.23,98.77,,,,,100,,,,0.59,99.41,,,,,,,,,0.36,99.64,,,,,100,,,,,100,,,,,100,,,,,100,,,,,,,,,,100,,0.42,4.01,10.15,85.41,,1.22,5.69,10.79,82.31,0.05,7.17,19.57,43.14,30.07,0.33,11.67,18.32,36.37,33.31
E14001597,Worcester,49720,3329,656,19,417,,,0.12,99.88,0.09,0.65,22.05,77.21,,,1.35,98.65,,0.61,28.81,70.58,,,31.58,68.42,,0.72,32.61,66.67,,0.16,99.84,,,,7.59,92.41,,,,1.77,98.23,,,,19.66,80.34,,,,100,,,,,30.94,69.06,,,,,,,100,,,0.04,1.65,98.31,,,,,100,,,,1.68,98.32,,,,,100,,,,2.64,97.36,,,,,100,,,,0.26,99.74,,,,,100,,,,0.91,99.09,,,,,100,,,,1.44,98.56,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,,34.41,65.59,,,,37.4,62.45,0.15,,0.04,75.57,24.39,,,0.18,75.85,23.97,,
E14001598,Worsley And Eccles,51291,7085,706,292,756,,,0.89,99.11,0.04,0.76,19.14,80.06,,0.06,7.66,92.28,0.14,0.71,22.52,76.63,,0.68,31.16,68.15,0.13,0.93,28.31,70.63,,0.16,99.84,,,,13.44,86.56,,,,0.32,99.68,,,,12.32,87.68,,,,19.86,80.14,,,,14.81,85.19,,,,,,0.1,99.9,,,0.3,8.83,90.87,,,,2.37,97.63,,,0.42,14.59,84.99,,,,19.18,80.82,,,0.4,20.11,79.5,,,,0.1,99.9,,,0.01,2.88,97.11,,,,2.24,97.76,,,,5.81,94.19,,,,17.81,82.19,,,,11.51,88.49,,,,,100,,,,0.1,99.9,,,,,100,,,,0.14,99.86,,,,1.37,98.63,,,,0.53,99.47,0.03,2.91,14.09,27.45,55.52,0.31,5.36,28.67,30.04,35.62,2.61,21.1,26.53,34.16,15.6,10.04,32.41,32.07,19.18,6.31
E14001599,Worthing West,49253,7450,474,,452,0.05,0.04,0.49,99.42,0.31,0.98,14.72,83.98,5.48,6.78,16.7,71.05,6.54,2.11,29.11,62.24,,,,,6.86,2.21,30.53,60.4,,0.94,99.06,,,0.03,12.98,86.99,,,0.01,21.53,78.46,,,4.85,18.57,76.58,,,,,,,,5.09,19.47,75.44,,,0.01,0.01,0.02,0.06,99.9,0.08,0.03,0.21,1.24,98.45,0.58,1.45,2.46,7.03,88.48,5.06,1.48,2.53,4.64,86.29,,,,,,5.31,1.55,2.65,4.87,85.62,,0.01,0.02,0.06,99.91,0.03,0.06,0.04,0.52,99.35,0.01,0.63,2.5,6.3,90.56,4.64,1.05,2.95,5.06,86.29,,,,,,4.87,1.11,3.1,5.31,85.62,,,,,100,0.01,0.01,0.02,0.06,99.9,,,0.04,0.48,99.48,,1.27,1.48,4.01,93.25,,,,,,,1.33,1.55,4.2,92.92,1.24,1,32.14,63.71,1.91,9.6,12.46,29.38,40.82,7.74,1.63,3.01,73.02,22.32,0.01,18.82,20.16,44.77,15.06,1.19
E14001600,Wycombe,45306,15123,621,180,635,0.15,0.65,3.43,95.78,1.51,3.15,18.52,76.82,5.04,11.7,22.55,60.72,2.09,13.69,31.4,52.82,,,41.67,58.33,2.05,10.87,35.59,51.5,,1.47,98.53,,,0.23,13.03,86.74,,,0.03,15.92,84.05,,,0.81,18.2,81,,,,14.44,85.56,,,,19.69,80.31,,,0,0.12,0.15,0.37,99.35,0.51,0.55,1.36,9.94,87.64,0.19,2.43,5.01,8.6,83.77,0.16,1.13,6.6,19,73.11,,,,13.33,86.67,0.16,0.47,5.83,20.47,73.07,,0,0.21,0.37,99.42,0.15,0.51,0.79,7.89,90.66,,0.22,4.5,10.14,85.14,,0.97,3.22,13.85,81.96,,,,7.78,92.22,,0.31,2.83,14.65,82.2,,,,0.04,99.96,0,0.12,0.15,0.34,99.39,,,0.01,1.48,98.51,,,0.81,1.29,97.91,,,,0.56,99.44,,,,1.1,98.9,0.87,17.28,54.22,22.52,5.11,11.42,50.81,25.11,9.63,3.03,4.03,51.93,37.52,3.88,2.64,29.1,53.74,13.42,2.75,0.99
E14001601,Wyre Forest,49625,19548,1434,,990,0.05,0.28,5.33,94.33,2.44,8.28,38.51,50.77,2.17,4.33,15.59,77.9,4.11,10.46,37.1,48.33,,,,,2.93,8.79,35.76,52.53,0,2.62,97.37,,,0.28,29.29,70.44,,,0.28,10.05,89.67,,,0.28,27.82,71.9,,,,,,,,0.3,27.58,72.12,,,0,0.05,0.17,1.12,98.66,0.44,0.82,2.64,11.47,84.64,0.34,1.31,3.18,8.77,86.4,0.28,1.46,5.02,17.43,75.8,,,,,,0.1,1.01,4.95,16.36,77.58,0,,0.07,0.42,99.5,0.1,0.47,0.77,8.05,90.61,0.07,0.37,1.6,6.67,91.29,,0.28,2.37,13.95,83.4,,,,,,,0.2,1.92,13.64,84.24,,,,0.04,99.96,0,0.04,0.1,0.6,99.25,,0.01,0.08,0.94,98.97,,,0.14,0.63,99.23,,,,,,,,0.1,0.3,99.6,2.36,14.84,82.39,0.4,0,16.88,28.14,51.87,2.99,0.12,10.91,48.74,40.36,,,28.91,45.78,25.31,,
E14001602,Wythenshawe And Sale East,50717,3657,391,244,425,,,0.01,99.99,0.01,0.03,8.35,91.61,,0.22,1.5,98.28,,0.26,8.95,90.79,,,21.31,78.69,,0.24,14.59,85.18,,,100,,,,5.09,94.91,,,,0.08,99.92,,,,4.09,95.91,,,,3.28,96.72,,,,3.53,96.47,,,,,,0.01,99.99,,,0.01,0.84,99.15,,,,0.14,99.86,,,,1.53,98.47,,,,1.64,98.36,,,,1.41,98.59,,,,0.01,99.99,,,,0.12,99.88,,,,0.11,99.89,,,,0.26,99.74,,,,0.41,99.59,,,,0.24,99.76,,,,,100,,,,0.01,99.99,,,,,100,,,,,100,,,,,100,,,,,100,,,2.09,38.44,59.47,,,1.78,44.74,53.49,0.4,7.65,35.8,38.59,17.56,0.27,5,24.94,51.22,18.57
E14001603,Yeovil,52544,33549,1654,,1362,0.17,0.32,9.68,89.83,3.32,7.04,34.26,55.39,0.63,1.5,6.93,90.94,4.05,5.74,24,66.2,,,,,2.86,6.02,24.3,66.81,0,10.93,89.07,,,0.48,31.83,67.68,,,0.01,9,90.98,,,0.42,27.09,72.49,,,,,,,,0.51,26.95,72.54,,,0.02,0.04,0.19,0.93,98.82,0.43,1.27,4.46,6.29,87.56,0.13,0.53,0.72,2.55,96.07,,0.73,6.83,10.22,82.22,,,,,,,0.81,6.09,9.91,83.19,,0.02,0.04,0.4,99.54,0.09,0.6,2.21,6.41,90.68,,0.16,0.59,1.65,97.6,,0.18,2.78,7.68,89.36,,,,,,,0.22,2.79,7.12,89.87,,,,0.02,99.98,0.02,0.04,0.09,0.71,99.14,,,,0.15,99.85,,,0.12,1.27,98.61,,,,,,,,0.07,0.95,98.97,2.45,35.52,62.03,,,5.56,42.36,52.09,,,7.61,59.53,32.86,,,14.74,61.15,24.11,,
